Canto Coding ID,Local_lat:,Local_long:,Region,Division,Subregion,Area,People,Region,Division,Subregion,Area / Kingdom,Culture,Cu_location,Arensberg-Lomax_clusters,Peoplex,C_cid,US Coding ID,Notes,Local_latitude,Local_longitude,society,society_id,Culture_location,US_Culture_name:,Audio_file_id:,Audio_notes:,Duration:,Lomax_source:,Song Title,Genre,Song_notes,Performers,Instruments,Recorded_by,Year,Publisher,Publcation_collection,Repository,Source_notes,Classification_notes,Metadata_notes,,SongTitlecondensed,Metadata_sources
,,,,,,,,,,,,,,,,,6213,,34.05,-118.24,Los Angeles White,,"Los Angeles, CA [Recorded in Long Island, NY]",LosAngelesEA1980s,,,0:02:55,,I Love Rock & Roll,Hard rock,"""I Love Rock 'n' Roll"" is a rock song written by Alan Merrill and first recorded by the Arrows in 1975. It is best known for its 1982 cover version by Joan Jett & the Blackhearts, which was released as the first single from her album of the same name.","Joan Jett & the Blackhearts: Joan Jett, vocal & guitar; Ricky Byrd, guitar & vocal; Gary Ryan, bass & vocal; Lee Crystal, drums & vocal; Eric Ambel, guitar",,,1982,Boardwalk,"I Love Rock 'n Roll, Boardwalk NB1-33243",,,,,I Love Rock 'n Roll,ILoveRock&Roll,@Boardwalk1982ILoveRock&Roll @WikiILoveRocknRollAlbum @WikiILoveRocknRollSong @WikiJoanJett
,,,,,,,,,,,,,,,,,3516,,34.05,-118.24,Los Angeles White,,"Los Angeles, CA",LosAngelesEA1950s,NULL,,,.B1,You Belong To Me,Ballad; Popular song,,"Jo Stafford, vocal; Paul Weston and his orchestra",,,,,,,,,,,Hits1950sSong,
,,,,,,,,,,,,,,,,,6086,,32.83,-83.64,Macon,62487,"Macon, GA [Recorded in Atlanta, GA]",GeorgiaAA1950s,,,0:02:54,,Every Hour,Rhythm & Blues; blues,"""Every Hour"" was Little Richard's first single and a hit in Georgia. The release of ""Every Hour"" improved his relationship with his father, who began regularly playing the song on his nightclub jukebox.",Little Richard,,,1951,RCA Victor,"Taxi Blues / Every Hour, RCA Victor 20 - 4392",,,,,,EveryHour,@RCAVictor1951EveryHour@WikiLittleRichard
3457,40.71,-74.01,North America,United States,Euro/African Diasporas,,,,,,,,,,,,6097,,32.83,-83.64,Macon,62487,"Macon, GA [Recorded in New Orleans, LA]",GeorgiaAA1950s,,,0:02:07,,Long Tall Sally,Rock and roll,"""Long Tall Sally"" is a rock and roll 12-bar blues song written by Robert ""Bumps"" Blackwell, Enotris Johnson, and Little Richard; recorded by Little Richard; and released in March 1956 on the Specialty Records label.The music was a fast uptempo number with Little Richard's hammering, boogie piano. Richard plays staccato eighth notes while Palmer plays a fast shuffle. In typical Little Richard style, he sang in the key of F, in a raw, aggressive, exhilarating style with lyrics being about self-centered fun.","Little Richard, vocal & piano; Lee Allen, tenor sax; Alvin ""Red"" Tyler, baritone sax; Frank Fields, double bass; Earl Palmer, drums; Edgar Blanchard, guitar",,,1956,Specialty,"Long Tall Sally / Slippin' And Slidin' (Peepin' And Hidin'), Specialty 572-45",,,,,Long Tall Sally / Slippin' And Slidin' (Peepin' And Hidin'),LongTallSally,@Specialty1956LongTallSally @WikiLittleRichard @WikiLongTallSally
,,,,,,,,,,,,,,,,,6139,,32.83,-83.64,Macon,62487,"Macon, GA [Recorded in Memphis, TN]",GeorgiaAA1960s,,,0:02:43,,(Sittin' On) The Dock of the Bay,Soul,"Redding started writing the lyrics to the song in August 1967, while sitting on a rented houseboat in Sausalito, California. He completed the song with the help of Cropper, who was a Stax producer and the guitarist for Booker T. & the M.G.'s. The song features whistling and sounds of waves crashing on a shore.","Otis Redding, vocal; Booker T. Jones, keyboards; Issac Hayes, keyboards; Steve Cropper, guitar; Donald Dunn, bass; Al Jackson Jr., drums; Wayne Jackson, trumpet & trombone; Andrew Love, saxophone",,,1968,Stax,"The Dock of the Bay, Stax 419",,,,,,(SittinOn)TheDockoftheBay,@WikiDockOfTheBayAlbum@WikiDockOfTheBaySong@WikiOtisRedding
,,,,,,,,,,,,,,,,,6096,,35.14,-90.04,Memphis Black,30063,"Memphis, TN [Recorded in Hollywood, CA]",MemphiaAA1950s,,,0:02:49,,Everyday I Have the Blues,Blues,"""Every Day I Have the Blues"" is a blues song that has been performed in a variety of styles. B.B. King's version reached number eight in the R&B chart and became an important piece in King's repertoire.","B.B. King, vocal & guitar; Maxwell Davis, tenor sax; Willard McDaniel, piano",,,1955,RPM,"Everyday I Have the Blues / Sneakin' Around, RPM 421",,,,,Everyday I Have the Blues / Sneakin' Around,EverydayIHavetheBlues,@RPM1955EverydayIHavetheBlues @WikiEveryDayIHaveTheBlues @WikiBBKing
,,,,,,,,,,,,,,,,,6131,,35.14,-90.04,Memphis Black,30063,"Memphis, TN",MemphisAA1960s,,,0:02:46,,A Natural Woman (You Make Me Feel Like),Soul,"Written by the partnership of Gerry Goffin and Carole King, the song was inspired by Atlantic Records co-owner and producer Jerry Wexler. As recounted in his autobiography, Wexler, a student of African-American musical culture, had been mulling over the concept of the ""natural man"", when he drove by King on the streets of New York. He shouted out to her that he wanted a ""natural woman"" song for Aretha Franklin's next album. They went home and wrote the song that night. In thanks, Goffin and King granted Wexler a co-writing credit.","Aretha Franklin, vocal; Spooner Oldham, piano; Tommy Cogbill, bass; Gene Chrisman, drums; The Sweet Inspirations, Carolyn Franklin & Erma Franklin, vocal; strings",,,1967,Atlantic,"Lady Soul, Atlantic 8176",,,,,,ANaturalWoman(YouMakeMeFeelLike),@WikiNaturalWoman@WikiArethaFranklin@WikiLadySoul
,,,,,,,,,,,,,,,,,6132,,35.14,-90.04,Memphis Black,30063,"Memphis, TN [Recorded in New York City]",MemphisAA1960s,,,0:02:27,,Respect,Soul,"""Respect"" is a song written and originally released by American recording artist Otis Redding in 1965. The song became a 1967 hit and signature song for soul singer Aretha Franklin. The music in the two versions is significantly different, and through a few changes in the lyrics, the stories told by the songs have a different flavor. Redding's version is a plea from a desperate man, who will give his woman anything she wants. He won't care if she does him wrong, as long as he gets his due respect when he brings money home.However, Franklin's version is a declaration from a strong, confident woman, who knows that she has everything her man wants. She never does him wrong, and demands his ""respect"".","Aretha Franklin, vocal; Spooner Oldham, Farfisa organ; Chips Moman, guitar; Jimmy Johnson, guitar; Tommy Cogbill, bass; Roger Hawkins, drums; King Curtis, tenor sax; Charles Chalmers, tenor sax; Willie Bridges, baritone sax; Melvin Lastie, cornet; Carolyn Franklin, vocal; Erma Franklin, vocal",,,1967,Atlantic,"I Never Loved a Man the Way I Love You, Atlantic 8139",,,,,,Respect,@WikiRespect@Atlantic1967INeverLovedAMan@WikiArethaFranklin
,,,,,,,,,,,,,,,,,6136,,35.14,-90.04,Memphis Black,30063,"Memphis, TN",MemphisAA/EA1960s,,,0:02:56,,Green Onions,Blues; Soul; instrumental rock,"""Green Onions"" is an instrumental composition recorded in 1962 by Booker T. & the M.G.'s. Described as ""one of the most popular instrumental rock and soul songs ever"", the tune is a twelve-bar blues with a rippling Hammond M3 organ line by Booker T. Jones that he wrote when he was 17, although the actual recording was largely improvised in the studio.","Booker T & the MG's: Steve Cropper, guitar; Booker T. Jones, Hammond organ; Lewie Steinberg, bass; Al Jackson Jr., drums",,,1962,Stax,"Green Onions, Stax 701",,,,,,GreenOnions,@DiscogsGreenOnions@WikiGreenOnionsAlbum@Stax1962GreenOnions
,,,,,,,,,,,,,,,,,6108,,35.14,-90.04,Memphis White,62485,"Memphis, TN [Recorded in Los Angeles, CA]",MemphiaEA1950s,,,0:02:42,,Love Me Tender,Ballad,"The 1956 song ""Love Me Tender"" puts new words to a new musical adaptation of the Civil War song ""Aura Lee,"" published in 1861. ""Aura Lee"" had music by George R. Poulton and words by W. W. Fosdick. It later became popular with college glee clubs and barbershop quartets.The principal writer of the lyrics was Ken Darby, who also adapted Poulton's Civil War tune, which was in the public domain. ",Elvis Presley,,,1956,RCA Victor,"Love Me Tender / Anyway You Want Me, RCA Victor 47-6643",,,,,,LoveMeTender,@RCAVictor1956LoveMeTender@WikiLoveMeTender
,,,,,,,,,,,,,,,,,6109,,35.14,-90.04,Memphis White,62485,"Memphis, TN [Recorded in New York City]",MemphiaEA1950s,,,0:02:02,,Don't Be Cruel,Rock and roll; rockabilly,"""Don't Be Cruel"" is a song recorded by Elvis Presley and written by Otis Blackwell in 1956.","Elvis Presley, vocal & percussion; Scotty Moore, guitar; Bill Black, double bass; D.J. Fontana, drums; Shorty Long, piano; The Jordanaires (Gordon Stoker, Neal Matthews, Hoyt Hawkins, Hugh Jarrett), backing vocals",,,1956,RCA Victor,"Hound Dog / Don't Be Cruel, RCA Victor 20-6604",,,,,,DontBeCruel,@RCAVictor1956HoundDog/DontBeCruel@WikiDontBeCruel
,,,,,,,,,,,,,,,,,6110,,35.14,-90.04,Memphis White,62485,"Memphis, TN [Recorded in New York City]",MemphiaEA1950s,,,0:02:16,,Hound Dog,Rock and roll; rockabilly,"""Hound Dog"" is a twelve-bar blues song written by Jerry Leiber and Mike Stoller, originally recorded by Big Mama Thornton. ""Hound Dog"" has been recorded more than 250 times. The best-known version is the July 1956 recording by Elvis Presley. Larry Birnbaum described Elvis Presley's rendition of ""Hound Dog"" as ""an emblem of the rock 'n' roll revolution"".","Elvis Presley, vocal; Scotty Moore, guitar; Bill Black, double bass; D.J. Fontana, drums; The Jordanaires (Gordon Stoker, Neal Matthews, Hoyt Hawkins, Hugh Jarrett), backing vocals",,,1956,RCA Victor,"Hound Dog / Don't Be Cruel, RCA Victor 20-6604",,,,,,HoundDog,@WikiHoundDog@RCAVictor1956HoundDog/DontBeCruel
,,,,,,,,,,,,,,,,,6111,,35.14,-90.04,Memphis White,62485,"Memphis, TN [Recorded in Nashville, TN]",MemphiaEA1950s,,,0:02:07,,Heartbreak Hotel,Rock and roll; rockabilly; blues,"""Heartbreak Hotel"" is a song recorded by American singer Elvis Presley. It was written by Tommy Durden and Mae Boren Axton. A newspaper article about the suicide of a lonely man who jumped from a hotel window inspired the lyrics. Axton presented the song to Presley in November 1955 at a country music convention in Nashville.","Elvis Presley, vocal & guitar; Scotty Moore, guitar; Chet Atkins, guitar; Bill Black, double bass; D.J. Fontana, drums; Floyd Cramer, piano",,,1956,RCA Victor,"Heartbreak Hotel / I Was the One, RCA Victor 20-6420",,,,,,HeartbreakHotel,@WikiHeartbreakHotel@RCAVictor1956HeartbreakHotel
,,,,,,,,,,,,,,,,,6121,,35.14,-90.04,Memphis White,62485,"Memphis, TN",MemphiaEA1950s,,,0:01:49,,Great Balls of Fire,Rock and roll; rockabilly,,Jerry Lee Lewis,,,1958,Sun,"Great Balls of Fire/You Win Again, Sun 281",,,,,,GreatBallsofFire,
,,,,,,,,,,,,,,,,,6144,,35.14,-90.04,Memphis White,62485,"Memphis, TN",MemphiaEA1960s,,,0:02:16,,Good Golly Miss Molly,Rock and roll; jump blues,"""Good Golly, Miss Molly"" is a hit rock 'n' roll song first recorded in 1956 by the American musician Little Richard. The song, a jump blues, was written by John Marascalco and producer Robert ""Bumps"" Blackwell. In November 1962 Jerry Lee Lewis released a cover of the song as a single.","Jerry Lee Lewis, vocal & piano",,,1962,Sun,"Good Golly Miss Molly, Sun 382",,,,,Good Golly Miss Molly,GoodGollyMissMolly,@Sun1962GoodGollyMissMolly @WikiGoodGollyMissMolly @WikiJerryLeeLewis
,,,,,,,,,,,,,,,,,6230,,35.14,-90.04,Memphis White,62485,"Memphis, TN",MemphiaEA1950s,,,0:02:45,,I Walk the Line,Country; rockabilly,"""""I Walk the Line"" is a song written and recorded in 1956 by Johnny Cash. After three attempts with moderate chart ratings, it became Cash's first number one hit on the Billboard charts...The unique chord progression for the song was inspired by backwards playback of guitar runs on Cash's tape recorder while he was in the Air Force stationed in Germany...The song's lyrics refer to marital fidelity, personal responsibility, and avoiding temptation and criminal behavior."" (Wikipedia) ","Johnny Cash, vocal & guitar; Luther Perkins, guitar; Marshall Grant, bass",,,1956,Sun,"Johnny Cash with His Hot and Blue Guitar!, Sun 1220",,,,,Johnny Cash with His Hot and Blue Guitar!,IWalktheLine,@WikiIWalkTheLine@WikiJohnnyCashWithHisHotAndBlueGuitar@WikiJohnnyCash@Sun1957WithHisHotAndBlueGuitar
,,,,,,,,,,,,,,,,,6181,,41.60,-87.35,Midwest Black,,"Gary, IN [Recorded in Los Angeles, CA]",MidwestAA1970s,,,0:03:57,,I'll Be There,Soul,"""I'll Be There"" is the first single released on the Third Album by The Jackson 5. It's written by Berry Gordy, Hal Davis, Bob West, and Willie Hutch. ""I'll Be There"" was the song that solidified The Jackson 5's careers and showed audiences that the group had potential beyond bubblegum pop.","Jackson 5: Jackie Jackson, Tito Jackson, Jermaine Jackson, Marlon Jackson, Michael Jackson, vocal",,,1970,Motown,"Third Album, Motown S-718",,,,,Third Album,ThirdAlbum,@Motown1970ThirdAlbum @WikiIllBeThere @WikiJackson5 @WikiThirdAlbumJackson5
,,,,,,,,,,,,,,,,,6205,,44.98,-93.27,Midwest Black,,"Minneapolis, MN [Recorded in Los Angeles, CA]",MinneapolisAA1980s,,,0:05:52,,When Doves Cry,Pop; Synth Pop; R&B,"""When Doves Cry"" is a song by American singer Prince, and the lead single from his 1984 album Purple Rain. Prince wrote and composed ""When Doves Cry"" after all the other tracks were complete on Purple Rain. In addition to providing vocals, he played all instruments on the track. The song's texture is remarkably stark. There is no bass line, which is very unusual for an '80s dance song.","Prince, vocal, guitar, drum machine, synthesizer, keyboards",,,1984,Warner Bros.,"Purple Rain, Warner Bros. 25110-1",,,,,Purple Rain,PurpleRain,@WarnerBros.1984PurpleRain @WikiWhenDovesCry @WikiPrince @WikiPurpleRainAlbum
,,,,,,,,,,,,,,,,,6304,,41.25,-96.00,Midwest Black,,"Omaha, NE [Recorded in Cincinnati, OH]",MidwestAA1940s,,,0:02:50,,Good Rockin' Tonight,Jump blues,"""Good Rocking Tonight"" was originally a jump blues song released in 1947 by its writer, Roy Brown and was covered by many recording artists. The song includes the memorable refrain, ""Well I heard the news, there's good rocking tonight!"" The song anticipated elements of rock and roll music. Brown had first offered his song to Wynonie Harris, who turned it down. Five weeks later, Brown recorded the song for DeLuxe Records. Only after Brown's record had gained traction in New Orleans did Harris decide to cover it. Harris' version was even more energetic than Brown's original version, featuring black gospel style handclapping. This may have contributed to the composition's greater success on the national R&B chart.","Wynonie Harris, vocal",,,1947,King,"Good Rockin' Tonight / Good Morning Mr. Blues, King 4210",,,,,Good Rockin' Tonight / Good Morning Mr. Blues,GoodRockinTonight,@King1947GoodRockinTonight @WikiGoodRockingTonight @WikiWynonieHarris
NC39c,,,,,,,,North America,United States,Southeast US,Louisiana,Shreveport-White,"Shreveport, LA",,Deep South White ,62443,6067,,40.15,-84.25,Midwest Black,,"Piqua, OH [Recorded in New York City]",MidwestAA1940s,,,0:02:37,,Paper Doll,Traditional pop; vocal jazz,"""Paper Doll"" was a hit song for The Mills Brothers. The song was written in 1915 (although it was not published until 1930) by Johnny S. Black. Black died in 1936, six years before his second greatest success, ""Paper Doll"", swept the country.","Mills Brothers: Donald Mills, vocal; Herbert Mills, vocal; Harry Mills, vocal; John Mills Jr., vocal",,,1942,Decca,"I'll Be Around / Paper Doll, Decca 18318",,,,,I'll Be Around / Paper Doll,PaperDoll,@Decca1942PaperDoll @WikiPaperDoll @WikiMillsBrothers
,,,,,,,,,,,,,,,,,6157,,43.60,-83.89,Midwest White,,"Bay City, Michigan",MidwestEA1960s,,,0:02:56,,96 Tears,Garage rock; pop rock; Psychedelic rock,"""96 Tears"" is a song recorded by the American garage rock band ? and the Mysterians in 1966. The song was written by Question Mark (Rudy Martinez) in 1962 in his manager's living room, and was recorded in Bay City, Michigan. Known for its signature organ licks and bare-bones lyrics, ""96 Tears"" is recognized as one of the first garage band hits, and has even been given credit for starting the punk rock movement.","? & the Mysterians: Rudy Martinez, vocal; Frank Rodriguez, organ; Bobby Balderrama, guitar; Frank Lugo, bass; Eddie Serrato, drums",,,1966,Cameo-Parkway,"96 Tears, Cameo-Parkway SC-2004",,,,,96 Tears,96Tears,@Cameo-Parkway196696Tears @Wiki96TearsSong @Wiki96TearsAlbum @Wiki?AndTheMysterians
,,,,,,,,,,,,,,,,,6223,,39.76,-84.19,Midwest White,,"Dayton, OH",MidwestEA1960s,,,0:02:35,,Rocky Top,Bluegrass; country,"""""Rocky Top"" is an American country and bluegrass song written by Felice and Boudleaux Bryant in 1967 and first recorded by the Osborne Brothers later that same year. The song, which is a city dweller's lamentation over the loss of a simpler and freer existence in the hills of Tennessee, is one of Tennessee's ten official state songs and has been recorded by dozens of artists from multiple musical genres worldwide since its publication."" (Wikipedia)","Osborne Brothers: Sonny Osborne, banjo & vocal; Bobby Osborne, mandolin & vocal",,,1967,Decca,"Rocky Top, Decca 32242",,,,,Rocky Top,RockyTop,@WikiRockyTop@WikiOsborneBrothers@Decca1968RockyTop
,,,,,,,,,,,,,,,,,6287,,39.40,-84.56,Midwest White,,"Hamilton, OH [Recorded in Richmond, IN]",MidwestEA1920s,,,0:02:45,,Jazz Me Blues,Jazz,"The Wolverines were an American jazz band, notably featuring cornetist Bix Beiderbecke. They were one of the most successful territory bands of the American Midwest in the 1920s.","The Wolverines: Bob Gillette, banjo; Min Leibrook, bass; Jimmy Hartwell, clarinet; Bix Beiderbecke, cornet; Vic Moore, drums; Dick Voynow, piano; George Johnson, tenor sax; Al Gande, trombone",,,1924,Hot Record Society,"Jazz Me Blues / Oh Baby, HRS 25",,,,,Jazz Me Blues / Oh Baby,JazzMeBlues,@HotRecordSociety1924JazzMeBlues @WikiTheWolverines
,,,,,,,,,,,,,,,,,6059,,43.05,-87.95,Midwest White,,"Milwaukee, WI",MidwestEA1930s,,,0:03:14,,Woodchopper's Ball,Jazz; swing; blues; big band,"""Woodchopper's Ball"", also known as ""At the Woodchopper's Ball"" is a 1939 jazz composition by Joe Bishop and Woody Herman. The up-tempo blues tune in D-flat major was the Woody Herman Orchestra's biggest hit, as well as the most popular composition of either composer, selling a million records.",Woody Herman and his orchestra,,,1939,Decca,"Woodchopper's Ball / Big-Wig In The Wigwam, Decca 2440",,,,,Woodchopper's Ball / Big-Wig In The Wigwam,WoodchoppersBall,@Decca1939WoodchoppersBall @WikiWoodchoppersBall @WikiWoodyHerman
,,,,,,,,,,,,,,,,,6072,,44.98,-93.27,Midwest White,,"Minneapolis, MN",MidwestEA1940s,,,0:03:10,,Rum & Coca Cola,Calypso,"""Rum and Coca-Cola"" is a popular calypso song composed by Lionel Belasco with lyrics by Lord Invader. The song was copyrighted in the United States by entertainer Morey Amsterdam and became a hit in 1945 for the Andrews Sisters, spending ten weeks at the top the Billboard Pop Singles chart. The lyrics hint at prostitution in Trinidad, with the original Lord Invader version lamenting that U.S. soldiers are debauching local women. Though the Andrews Sisters' version helped introduce American audiences to calypso, the group gave little thought to the meaning of the lyrics.","Andrews Sisters: LaVerne Andrews, vocal; Maxene Andrews, vocal; Patty Andrews, vocal; Vic Schoen and his Orchestra",,,1944,Decca,"Rum And Coca-Cola / One Meat Ball, Decca 18636",,,,,Rum And Coca-Cola / One Meat Ball,Rum&CocaCola,@Decca1944Rum&CocaCola @WikiRumAndCocaCola @WikiAndrewsSisters
,,,,,,,,,,,,,,,,,6235,,39.14,-89.11,Midwest White,,"Ramsey, IL [Recorded in Los Angeles, CA]",MidwestEA1940s,,,0:02:56,,Smoke! Smoke! Smoke! (That Cigarette),Western swing; novelty,"""""Smoke! Smoke! Smoke! (That Cigarette)"" is a Western swing novelty song written by Merle Travis and Tex Williams,[1] for Williams and his talking blues style of singing. Travis wrote the bulk of the song...Its narrator expresses disdain for the inventor of the cigarette, not so much for its health concerns (as he says he is an occasional smoker himself and it hasn't killed him yet) but because of its addictive effect on ""nicotine slaves."" "" (Wikipedia)","Tex Williams, vocal; Johnny Weis, guitar; Eugene ""Smokey"" Rogers, guitar, harmony vocal; Earl ""Joaquin"" Murphey, steel guitar; Manny Klein, trumpet; Paul ""Spike"" Featherstone, harp; Andrew ""Cactus"" Soldi, Harry Sims, Rex Call, fiddles; Ossie Godson, piano; Deuce Spriggens, bass fiddle, harmony vocal; Milton ""Muddy"" Berry, drums; and Larry ""Pedro"" DePaul, accordion",,,1947,Capitol,"Smoke! Smoke! Smoke! (That Cigarette) / Roundup Polka, Capitol 40001",,,,,Smoke! Smoke! Smoke! (That Cigarette) / Roundup Polka,Smoke!Smoke!Smoke!(ThatCigarette),@WikiSmokeSmokeSmoke@WikiTexWilliams@CA1947SmokeSmokeSmoke
,,,,,,,,,,,,,,,,,6233,,44.73,-90.27,Midwest White,,"Spencer, WI [Recorded in Minneapolis, MI]",MidwestEA1960s,,,0:02:24,,Six Days on the Road,Country; rockabilly,"""""Six Days on the Road"" is an American song written by Earl Green and Muscle Shoals Sound Studio songwriter Carl Montgomery, made famous by country music singer Dave Dudley... [It has been] hailed as the definitive celebration of the American truck driver."" (Wikipedia)","Dave Dudley, vocal",,,1963,Golden Wing,"Six Days On The Road / I Feel A Cry Coming On, Golden Wing GW3020",,,,,Six Days On The Road / I Feel A Cry Coming On,SixDaysontheRoad,@WikiSixDaysOnTheRoad@WikiDaveDudley@GW1963SixDaysOnTheRoad
,,,,,,,,,,,,,,,,,6094,,34.20,-90.57,MS Delta Black,24619,"Clarksdale, MS",MississippiAA1940s,,,0:02:36,,Boogie Chillen,Blues,,John Lee Hooker,,,1948,Modern,"Sally Mae/Boogie Chillen, Modern 20-627",,,,,,BoogieChillen,
,,,,,,,,,,,,,,,,,6319,,40.85,14.26,Naples & Coast,22188,"Naples, Italy [Recorded in New York City]",Italy1910s,,,0:03:19,,Vesti la Giubba,Opera; aria,"""Vesti la giubba"" (""Put on the costume"") often referred to as ""On With the Motley"", from the original 1893 translation by Frederic Edward Weatherly, is a famous tenor aria from Ruggero Leoncavallo's 1892 opera Pagliacci. ""Vesti la giubba"" is sung at the conclusion of the first act, when Canio discovers his wife's infidelity, but must nevertheless prepare for his performance as Pagliaccio the clown because ""the show must go on"". Enrico Caruso's recordings of the aria, from 1902, 1904 and 1907, were among the top selling records of the 78-rpm era and reached over a million sales.","Enrico Caruso, vocal",,,1907,Victor,"Vesti la giubba, Victor 88061",,,,,Vesti la giubba,VestilaGiubba,@Victor1907VestilaGiubba @WikiVestiLaGiubba @WikiEnricoCaruso
,,,,,,,,,,,,,,,,,3512,,36.16,-86.78,Nashville,62442,"Nashville, TN",NashvilleEA1950s,T5468R12,,0:02:34,6A128.B4,The Gold Rush Is Over,Popular song,US popular country music ,Hank Snow,,Tommy Strong; Chet Akins,1952,RCA Victor,"More Hank Snow Souverniers. RCA Victor LPM 2812, 1964","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,TheGoldRushIsOver,
,,,,,,,,,,,,,,,,,6106,,36.16,-86.78,Nashville,62442,"Nashville, TN",NashvilleEA1950s,,,0:02:16,,Bird Dog,Rock and roll; country,"""Bird Dog"" is a song written by Boudleaux Bryant and recorded by the Everly Brothers. It was released in 1958 and was a #1 hit on the Billboard Country Chart. The song deals with the singer's dismay that a boy by the name of Johnny is trying to take his girlfriend away. The singer calls him a bird dog as a result of his behavior.","Everly Brothers: Isaac Donald ""Don"" Everly and Phillip ""Phil"" Jason Everly",,,1958,Cadence,"Devoted To You / Bird Dog, Cadence 1350",,,,,,BirdDog,@Cadence1958BirdDog@WikiBirdDog@WikiEverlyBrothers
,,,,,,,,,,,,,,,,,6145,,36.16,-86.78,Nashville,62442,"Nashville, TN",NashvilleEA1960s,,,0:02:43,,Blame it on the Stones,Country; pop,A satirical song about blaming all of society's ills on the rock band the Rolling Stones. Kris Kristofferson is a singer-songwriter who wrote numerous hits for other artists during the 1960s and 1970s.,"Kris Kristofferson, guitar & vocal",,,1969,Monument,"Kristofferson, Monument SLP-18139",,,,,Kristofferson,Kristofferson,@Monument1969Kristofferson @WikiKristoffersonAlbum @WikiKrisKristofferson
,,,,,,,,,,,,,,,,,6150,,36.16,-86.78,Nashville,62442,"Nashville, TN [Recorded in Los Angeles, CA]",NashvilleEA1960s,,,0:02:22,,Cathy's Clown,Pop,"""Cathy's Clown"" is a popular song, written and recorded by The Everly Brothers in 1960. The lyrics describe a man who has been wronged and publicly humiliated by his lover: ""Here he comes / That's Cathy's clown"". The choruses are sung by brothers Don and Phil in their trademark close harmony style, while Don sings the bridges solo. ""Cathy's Clown"" is noted for its unorthodox structure, such as beginning on a chorus and having bridges but no verses. The song was a worldwide success and the best-selling single of the Everly Brothers career.","Everly Brothers: Isaac Donald ""Don"" Everly and Phillip ""Phil"" Jason Everly, vocal & guitar; Floyd Cramer, piano; Floyd Chance, bass; Buddy Harman, drums",,,1960,Warner Bros.,"A Date with the Everly Brothers, Warner Bros. W 139",,,,,A Date with the Everly Brothers,ADatewiththeEverlyBrothers,@WarnerBros1960ADatewiththeEverlyBrothers @WikiEverlyBrothers @WikiDateWithTheEverlyBrothers @WikiCathysClown
,,,,,,,,,,,,,,,,,6152,,36.16,-86.78,Nashville,62442,"Nashville, TN",NashvilleEA1960s,,,0:02:40,,I'm Sorry,Pop; country,"""I'm Sorry"" is a 1960 hit song by 15-year-old American singer Brenda Lee. Although ""I'm Sorry"" was never released to country radio in the United States as a single, it would in time become accepted by American country fans as a standard of the genre. The song—a fixture on many ""country oldies"" programs—was an early example of the new ""Nashville sound"", a style that emphasized a stringed-instrumental sound and background vocals.","Brenda Lee, vocal",,,1960,Decca,"Brenda Lee, Decca DL 74039",,,,,Brenda Lee,BrendaLeeAlbum,@Decca1960BrendaLeeAlbum @WikiBrendaLeeAlbum @WikiBrendaLee @WikiImSorry
,,,,,,,,,,,,,,,,,6218,,36.16,-86.78,Nashville,62442,"Nashville, TN [Recorded in New York City]",NashvilleEA1920s,,,0:03:14,,Jordan Is A Hard Road to Travel,Minstrel song; Vaudeville; old time,"""Jordan Is a Hard Road to Travel is a song composed by American songwriter Dan Emmett for an 1853 blackface minstrel show. The song became extremely popular throughout the United States. It was recorded in 1927 by banjo player and singing entertainer Uncle Dave Macon, an early Grand Ole Opry star."" (Wikipedia)","Uncle Dane Macon, banjo & vocal; Kirk McGee, fiddle; Mazy Todd, fiddle; Sam McGee, guitar",,,1927,Vocalion,"Jordan Is A Hard Road To Travel / Tell Her To Come Back Home, Vocalion 5153",,,,,Jordan Is A Hard Road To Travel / Tell Her To Come Back Home,JordanIsAHardRoadtoTravel,@Vocalion1927JordanIsAHardRoadToTravel@WikiJordanIsAHardRoadToTravel@WikiUncleDaveMacon
,,,,,,,,,,,,,,,,,6231,,36.16,-86.78,Nashville,62442,"Nashville, TN [Recorded in Chicago, IL]",NashvilleEA1940s,,,0:02:57,,Tennessee Waltz,Country,"""""Tennessee Waltz"" is a popular country music song with lyrics by Redd Stewart and music by Pee Wee King written in 1946 and first released in January 1948...All versions of the lyrics narrate a situation in which the persona has introduced his or her sweetheart to a friend who then waltzes away with her or him."" (Wikipedia)","Pee Wee King, accordion & fiddle; Redd Stewart, vocal",,,1948,RCA Victor,"Rootie Tootie / Tennessee Waltz, RCA Victor 20-2680",,,,,Rootie Tootie / Tennessee Waltz,TennesseeWaltz,@WikiTennesseeWaltz@WikiPeeWeeKing@RCAVictor1949TennesseeWaltz
